WORD,DEFINITION,ID,LIST_CATEGORY,WORD_ID
spear,weapon with a metal point on a long shaft   ,994,GRE,GRE_994
specious,illogical of questionable truth or merit      ,995,GRE,GRE_995
splenetic,bad-tempered irritable          ,996,GRE,GRE_996
splice,join (two ends)         ,997,GRE,GRE_997
sponge,porous rubber for washing live at once expense    ,998,GRE,GRE_998
spurious,FALSE counterfeit          ,999,GRE,GRE_999
spurn,have nothing to do reject or refuse     ,1000,GRE,GRE_1000
squalid,foul filthy          ,1001,GRE,GRE_1001
squander,spend wastefully          ,1002,GRE,GRE_1002
squat,crouch/settle without permission       ,1003,GRE,GRE_1003
stanch,to stop the flow of a fluid     ,1004,GRE,GRE_1004
steeply,rising or falling sharply        ,1005,GRE,GRE_1005
stentorian,extremely loud and powerful        ,1006,GRE,GRE_1006
stickler,person who insists on importance of smth     ,1007,GRE,GRE_1007
stigma,mark of shame or disgrace       ,1008,GRE,GRE_1008
stigmatize,describe smb scornfully         ,1009,GRE,GRE_1009
sting,smth sharp          ,1010,GRE,GRE_1010
stingy,spending using unwillingly         ,1011,GRE,GRE_1011
stint,to be thrifty to set limits      ,1012,GRE,GRE_1012
stipple,paint with dots       ,1013,GRE,GRE_1013
stipulate,state or put forward as a necessary condition    ,1014,GRE,GRE_1014
stolid,showing no emotion impassive        ,1015,GRE,GRE_1015
stray,wander lose one's way        ,1016,GRE,GRE_1016
streak,long thin move very fast       ,1017,GRE,GRE_1017
striated,striped grooved or banded        ,1018,GRE,GRE_1018
stride,walk with long steps        ,1019,GRE,GRE_1019
strut,a supporting bar         ,1020,GRE,GRE_1020
stygian,hence dark gloomy         ,1021,GRE,GRE_1021
stymie,to hinder obstruct or block       ,1022,GRE,GRE_1022
subdue,overcome bring under control        ,1023,GRE,GRE_1023
sublime,extreme astounding          ,1024,GRE,GRE_1024
submerge,put under water liquid sink out of sight    ,1025,GRE,GRE_1025
suborn,induce by bribery or smth to commit perjury    ,1026,GRE,GRE_1026
subpoena,written order requiring a person to appear in a low court ,1027,GRE,GRE_1027
substantiation,giving facts to support (statement)     ,1028,GRE,GRE_1028
subsume,include under a rule        ,1029,GRE,GRE_1029
succor,assistance relief in time of distress      ,1030,GRE,GRE_1030
suffice,be enough          ,1031,GRE,GRE_1031
suffocate,cause or have difficulty in breathing    ,1032,GRE,GRE_1032
sullied,to be stained or discredited       ,1033,GRE,GRE_1033
summarily,briefly without delay         ,1034,GRE,GRE_1034
sumptuous,magnificent           ,1035,GRE,GRE_1035
sundry,various miscellaneous separate         ,1036,GRE,GRE_1036
supercilious,disdainful characterized by haughty scorn       ,1037,GRE,GRE_1037
superfluous,more then is needed or wanted      ,1038,GRE,GRE_1038
superimpose,put smth on the top       ,1039,GRE,GRE_1039
supersede,take the place of        ,1040,GRE,GRE_1040
supine,lying on the back slow to act passive    ,1041,GRE,GRE_1041
suppliant,asking humbly beseeching         ,1042,GRE,GRE_1042
supplicate,make a humble petition to       ,1043,GRE,GRE_1043
suppress,prevent from being known put an end to    ,1044,GRE,GRE_1044
surcharge,additional load/charge        ,1045,GRE,GRE_1045
surfeit,satiate feed to fulness or to excess     ,1046,GRE,GRE_1046
susceptibility,sensitiveness           ,1047,GRE,GRE_1047
swerve,change direction suddenly       ,1048,GRE,GRE_1048
sycophant,person who flatter to the rich and powerful    ,1049,GRE,GRE_1049
synopsis,summary or outline         ,1050,GRE,GRE_1050
taciturn,untalkative silent          ,1051,GRE,GRE_1051
tadpole,form of a frog when it leaves the egg ,1052,GRE,GRE_1052
talon,claw of a bird of prey      ,1053,GRE,GRE_1053
tamp,tap or drive down by repeated light blows    ,1054,GRE,GRE_1054
tamper,interfere with          ,1055,GRE,GRE_1055
tangential,suddenly changeable          ,1056,GRE,GRE_1056
tarnished,lost brightness          ,1057,GRE,GRE_1057
tassel,bunch of threads       ,1058,GRE,GRE_1058
taunt,contemptuous reproach hurtful remark        ,1059,GRE,GRE_1059
taut,tightly stretched          ,1060,GRE,GRE_1060
tautology,a repetition a redundancy        ,1061,GRE,GRE_1061
tawdry,cheap gaudy showy tacky        ,1062,GRE,GRE_1062
teetotal,oppose to alcohol         ,1063,GRE,GRE_1063
temerity,boldness brashness intrepidness         ,1064,GRE,GRE_1064
temperance,abstinence from alcohol self-control moderation       ,1065,GRE,GRE_1065
temperate,showing self-control          ,1066,GRE,GRE_1066
tenacity,firmness persistency adhesiveness tending to hang on     ,1067,GRE,GRE_1067
tenuous,insubstantial flimsy weak         ,1068,GRE,GRE_1068
tepid,lukewarm         ,1069,GRE,GRE_1069
terse,brief and to the point       ,1070,GRE,GRE_1070
testiness,witness/evidence         ,1071,GRE,GRE_1071
thrift,care economy thriving prosperous        ,1072,GRE,GRE_1072
thwart,obstruct/frustrate         ,1073,GRE,GRE_1073
timid,shy easily frightened         ,1074,GRE,GRE_1074
timorous,fearful timid afraid         ,1075,GRE,GRE_1075
toady,obsequious flatterer        ,1076,GRE,GRE_1076
tonic,smth giving strength or energy       ,1077,GRE,GRE_1077
topple,be unsteady and overturn        ,1078,GRE,GRE_1078
torment,severe pain or suffering        ,1079,GRE,GRE_1079
torpid,sleeping sluggish lethargic dormant        ,1080,GRE,GRE_1080
torque,twisting force causing rotation      ,1081,GRE,GRE_1081
tortuous,devious/not straightforward        ,1082,GRE,GRE_1082
tout,person who worries others to buy smth to use his service ,1083,GRE,GRE_1083
tractable,easily controlled or guided        ,1084,GRE,GRE_1084
transgress,break go beyond (a limit)       ,1085,GRE,GRE_1085
transient,temporary fleeting          ,1086,GRE,GRE_1086
transitory,brief           ,1087,GRE,GRE_1087
travesty,parody/imitation         ,1088,GRE,GRE_1088
trenchant,forceful effective vigorous extremely perceptive incisive      ,1089,GRE,GRE_1089
trepidation,alarm excited state of mind       ,1090,GRE,GRE_1090
trickle,flow in drops       ,1091,GRE,GRE_1091
trifling,unimportant           ,1092,GRE,GRE_1092
trite,not new          ,1093,GRE,GRE_1093
truce,(agreement) stop of fighting for a time   ,1094,GRE,GRE_1094
truculence,aggressiveness ferocity          ,1095,GRE,GRE_1095
trudge,walk heavily          ,1096,GRE,GRE_1096
turbid,muddy having the sediment stirred up      ,1097,GRE,GRE_1097
turbulence,being uncontrolled violent         ,1098,GRE,GRE_1098
turgid,excessively ornate swollen or bloated       ,1099,GRE,GRE_1099
turmoil,trouble disturbance          ,1100,GRE,GRE_1100
turpitude,wickedness shamefulness          ,1101,GRE,GRE_1101
turquoise,greenish-blue precious stone       ,1102,GRE,GRE_1102
tyro,tiro beginner          ,1103,GRE,GRE_1103
ubiquitous,present everywhere        ,1104,GRE,GRE_1104
ulterior,situated beyond          ,1105,GRE,GRE_1105
umbrage,offense resentment          ,1106,GRE,GRE_1106
uncouth,rough awkward          ,1107,GRE,GRE_1107
underbid,make a lower bid then smb else     ,1108,GRE,GRE_1108
undermine,weaken gradually at the base make smth under    ,1109,GRE,GRE_1109
undulate,to move in wavelike fashion fluctuate      ,1110,GRE,GRE_1110
unearth,discover and bring to light     ,1111,GRE,GRE_1111
unencumbered,easy-going trifle          ,1112,GRE,GRE_1112
unfeigned,not pretended sincere         ,1113,GRE,GRE_1113
unscathed,unharmed unhurt          ,1114,GRE,GRE_1114
untoward,unfortunate inconvenient          ,1115,GRE,GRE_1115
upbraid,scold reproach          ,1116,GRE,GRE_1116
urbane,elegant refined in manners        ,1117,GRE,GRE_1117
vacillation,being uncertain hesitating         ,1118,GRE,GRE_1118
vagary,strange act or idea        ,1119,GRE,GRE_1119
vain,without use result conceited        ,1120,GRE,GRE_1120
valiant,brave           ,1121,GRE,GRE_1121
valorous,brave           ,1122,GRE,GRE_1122
vanquish,conquer           ,1123,GRE,GRE_1123
veer,change direction          ,1124,GRE,GRE_1124
venal,ready to do smth dishonest       ,1125,GRE,GRE_1125
veneer,surface appearance covering the TRUE nature      ,1126,GRE,GRE_1126
veneration,regard with deep respect        ,1127,GRE,GRE_1127
veracity,truth           ,1128,GRE,GRE_1128
verdant,fresh and green       ,1129,GRE,GRE_1129
verisimilitude,appearing TRUE or real        ,1130,GRE,GRE_1130
veritable,real rightly named         ,1131,GRE,GRE_1131
verve,spirit vigor enthusiasm         ,1132,GRE,GRE_1132
vestige,trace or sign       ,1133,GRE,GRE_1133
vex,annoy distress trouble         ,1134,GRE,GRE_1134
vigilance,watchfulness self-appointed group who maintain order      ,1135,GRE,GRE_1135
vigilant,member of a vigilance committee       ,1136,GRE,GRE_1136
vigorous,strong energetic          ,1137,GRE,GRE_1137
vilify,slander say evil things        ,1138,GRE,GRE_1138
vindictive,having a desire to revenge       ,1139,GRE,GRE_1139
virago,a loud domineering woman a scold or nag    ,1140,GRE,GRE_1140
visceral,of the internal organs of the body     ,1141,GRE,GRE_1141
viscous,sticky/semi-fluid         ,1142,GRE,GRE_1142
vitiate,lower the quality weaken the strength      ,1143,GRE,GRE_1143
vituperate,curse abuse in words        ,1144,GRE,GRE_1144
vivacious,lively high-spirited          ,1145,GRE,GRE_1145
volatile,changeable inconstant fickle unstable explosive       ,1146,GRE,GRE_1146
volubility,fluency verbosity easy use of spoken language     ,1147,GRE,GRE_1147
voluble,fluent           ,1148,GRE,GRE_1148
waffle,talk vaguely and without much result    ,1149,GRE,GRE_1149
waft,scent waving movement carry lightly through      ,1150,GRE,GRE_1150
wag,merry person          ,1151,GRE,GRE_1151
warmonger,person who stirs up war       ,1152,GRE,GRE_1152
warrant,authority written order guarantee        ,1153,GRE,GRE_1153
wean,to turn away (from a habit)    ,1154,GRE,GRE_1154
weigh,measure hoe heavy smth is       ,1155,GRE,GRE_1155
welter,turmoil a bewildering jumble        ,1156,GRE,GRE_1156
wend,to go proceed         ,1157,GRE,GRE_1157
whimsical,full of odd and fanciful ideas      ,1158,GRE,GRE_1158
wince,show bodily or mental pain       ,1159,GRE,GRE_1159
woo,try to win         ,1160,GRE,GRE_1160
writ,written order        ,1161,GRE,GRE_1161
yarn,tale story fibers for knitting       ,1162,GRE,GRE_1162
abase,"To lower in position, estimation, or the like; degrade.",1,SAT,SAT_1
abbess,The lady superior of a nunnery.,2,SAT,SAT_2
abbey,The group of buildings which collectively form the dwelling-place of a society of monks or nuns,3,SAT,SAT_3
abbot,The superior of a community of monks.,4,SAT,SAT_4
abdicate,To give up (royal power or the like).,5,SAT,SAT_5
abdomen,"In mammals, the visceral cavity between the diaphragm and the pelvic floor; the belly.",6,SAT,SAT_6
abdominal,"Of, pertaining to, or situated on the abdomen.",7,SAT,SAT_7
abduction,"A carrying away of a person against his will, or illegally.",8,SAT,SAT_8
abed,In bed; on a bed.,9,SAT,SAT_9
aberration,"Deviation from a right, customary, or prescribed course.",10,SAT,SAT_10
abet,"To aid, promote, or encourage the commission of (an offense).",11,SAT,SAT_11
abeyance,A state of suspension or temporary inaction.,12,SAT,SAT_12
abhorrence,The act of detesting extremely.,13,SAT,SAT_13
abhorrent,Very repugnant; hateful.,14,SAT,SAT_14
abidance,An abiding.,15,SAT,SAT_15
abject,Sunk to a low condition.,16,SAT,SAT_16
abjure,"To recant, renounce, repudiate under oath.",17,SAT,SAT_17
able-bodied,Competent for physical service.,18,SAT,SAT_18
ablution,"A washing or cleansing, especially of the body.",19,SAT,SAT_19
abnegate,To renounce (a right or privilege).,20,SAT,SAT_20
abnormal,Not conformed to the ordinary rule or standard.,21,SAT,SAT_21
abominable,Very hateful.,22,SAT,SAT_22
abominate,To hate violently.,23,SAT,SAT_23
abomination,A very detestable act or practice.,24,SAT,SAT_24
aboriginal,Primitive; unsophisticated.,25,SAT,SAT_25
aborigines,The original of earliest known inhabitants of a country.,26,SAT,SAT_26
aboveboard,"Without concealment, fraud, or trickery.",27,SAT,SAT_27
abrade,To wear away the surface or some part of by friction.,28,SAT,SAT_28
abrasion,That which is rubbed off.,29,SAT,SAT_29
abridge,"To make shorter in words, keeping the essential features, leaning out minor particles.",30,SAT,SAT_30
abridgment,A condensed form as of a book or play.,31,SAT,SAT_31
abrogate,"To abolish, repeal.",32,SAT,SAT_32
abrupt,"Beginning, ending, or changing suddenly or with a break.",33,SAT,SAT_33
abscess,A Collection of pus in a cavity formed within some tissue of the body.,34,SAT,SAT_34
abscission,"The act of cutting off, as in a surgical operation.",35,SAT,SAT_35
abscond,"To depart suddenly and secretly, as for the purpose of escaping arrest.",36,SAT,SAT_36
absence,The fact of not being present or available.,37,SAT,SAT_37
absent-minded,Lacking in attention to immediate surroundings or business.,38,SAT,SAT_38
absolution,"Forgiveness, or passing over of offenses.",39,SAT,SAT_39
absolve,To free from sin or its penalties.,40,SAT,SAT_40
absorb,"To drink in or suck up, as a sponge absorbs water.",41,SAT,SAT_41
absorption,The act or process of absorbing.,42,SAT,SAT_42
abstain,To keep oneself back (from doing or using something).,43,SAT,SAT_43
abstemious,"Characterized by self denial or abstinence, as in the use of drink, food.",44,SAT,SAT_44
abstinence,Self denial.,45,SAT,SAT_45
abstruse,Dealing with matters difficult to be understood.,46,SAT,SAT_46
absurd,Inconsistent with reason or common sense.,47,SAT,SAT_47
abundant,Plentiful.,48,SAT,SAT_48
abusive,Employing harsh words or ill treatment.,49,SAT,SAT_49
abut,To touch at the end or boundary line.,50,SAT,SAT_50
abyss,Bottomless gulf.,51,SAT,SAT_51
academic,"Of or pertaining to an academy, college, or university.",52,SAT,SAT_52
academician,"A member of an academy of literature, art, or science.",53,SAT,SAT_53
academy,Any institution where the higher branches of learning are taught.,54,SAT,SAT_54
accede,To agree.,55,SAT,SAT_55
accelerate,To move faster.,56,SAT,SAT_56
accept,To take when offered.,57,SAT,SAT_57
access,A way of approach or entrance; passage.,58,SAT,SAT_58
accessible,Approachable.,59,SAT,SAT_59
accession,"Induction or elevation, as to dignity, office, or government.",60,SAT,SAT_60
accessory,A person or thing that aids the principal agent.,61,SAT,SAT_61
acclaim,To utter with a shout.,62,SAT,SAT_62
accommodate,To furnish something as a kindness or favor.,63,SAT,SAT_63
accompaniment,"A subordinate part or parts, enriching or supporting the leading part.",64,SAT,SAT_64
accompanist,One who or that which accompanies.,65,SAT,SAT_65
accompany,"To go with, or be associated with, as a companion.",66,SAT,SAT_66
accomplice,An associate in wrong-doing.,67,SAT,SAT_67
accomplish,To bring to pass.,68,SAT,SAT_68
accordion,A portable free-reed musical instrument.,69,SAT,SAT_69
accost,To speak to.,70,SAT,SAT_70
account,"A record or statement of receipts and expenditures, or of business transactions.",71,SAT,SAT_71
accouter,To dress.,72,SAT,SAT_72
accredit,To give credit or authority to.,73,SAT,SAT_73
accumulate,To become greater in quantity or number.,74,SAT,SAT_74
accuracy,Exactness.,75,SAT,SAT_75
accurate,Conforming exactly to truth or to a standard.,76,SAT,SAT_76
accursed,"Doomed to evil, misery, or misfortune.",77,SAT,SAT_77
accusation,"A charge of crime, misdemeanor, or error.",78,SAT,SAT_78
accusatory,"Of, pertaining to, or involving an accusation.",79,SAT,SAT_79
accuse,"To charge with wrong doing, misconduct, or error.",80,SAT,SAT_80
accustom,To make familiar by use.,81,SAT,SAT_81
acerbity,"Sourness, with bitterness and astringency.",82,SAT,SAT_82
acetate,A salt of acetic acid.,83,SAT,SAT_83
acetic,"Of, pertaining to, or of the nature of vinegar.",84,SAT,SAT_84
ache,To be in pain or distress.,85,SAT,SAT_85
Achillean,Invulnerable.,86,SAT,SAT_86
achromatic,"Colorless,",87,SAT,SAT_87
acid,A sour substance.,88,SAT,SAT_88
acidify,To change into acid.,89,SAT,SAT_89
acknowledge,To recognize; to admit the genuineness or validity of.,90,SAT,SAT_90
acknowledgment,Recognition.,91,SAT,SAT_91
acme,"The highest point, or summit.",92,SAT,SAT_92
acoustic,Pertaining to the act or sense of hearing.,93,SAT,SAT_93
acquaint,To make familiar or conversant.,94,SAT,SAT_94
acquiesce,To comply; submit.,95,SAT,SAT_95
acquiescence,Passive consent.,96,SAT,SAT_96
acquire,To get as one's own.,97,SAT,SAT_97
acquisition,"Anything gained, or made one's own, usually by effort or labor.",98,SAT,SAT_98
acquit,"To free or clear, as from accusation.",99,SAT,SAT_99
acquittal,A discharge from accusation by judicial action.,100,SAT,SAT_100
acquittance,"Release or discharge from indebtedness, obligation, or responsibility.",101,SAT,SAT_101
acreage,"Quantity or extent of land, especially of cultivated land.",102,SAT,SAT_102
acrid,Harshly pungent or bitter.,103,SAT,SAT_103
acrimonious,Full of bitterness.,104,SAT,SAT_104
acrimony,Sharpness or bitterness of speech or temper.,105,SAT,SAT_105
actionable,"Affording cause for instituting an action, as trespass, slanderous words.",106,SAT,SAT_106
actuality,Any reality.,107,SAT,SAT_107
actuary,"An officer, as of an insurance company, who calculates and states the risks and premiums.",108,SAT,SAT_108
actuate,To move or incite to action.,109,SAT,SAT_109
acumen,"Quickness of intellectual insight, or discernment; keenness of discrimination.",110,SAT,SAT_110
acute,Having fine and penetrating discernment.,111,SAT,SAT_111
adamant,Any substance of exceeding hardness or impenetrability.,112,SAT,SAT_112
addendum,"Something added, or to be added.",113,SAT,SAT_113
addle,To make inefficient or worthless; muddle.,114,SAT,SAT_114
adduce,To bring forward or name for consideration.,115,SAT,SAT_115
adhere,To stick fast or together.,116,SAT,SAT_116
adherence,Attachment.,117,SAT,SAT_117
adherent,Clinging or sticking fast.,118,SAT,SAT_118
adhesion,The state of being attached or joined.,119,SAT,SAT_119
adieu inter. Good-by; farewell.,,120,SAT,SAT_120
adjacency,The state of being adjacent.,121,SAT,SAT_121
adjacent,That which is near or bordering upon.,122,SAT,SAT_122
adjudge,To award or bestow by formal decision.,123,SAT,SAT_123
adjunct,"Something joined to or connected with another thing, but holding a subordinate place.",124,SAT,SAT_124
adjuration,A vehement appeal.,125,SAT,SAT_125
adjutant,Auxiliary.,126,SAT,SAT_126
administrator,One who manages affairs of any kind.,127,SAT,SAT_127
admissible,Having the right or privilege of entry.,128,SAT,SAT_128
admittance,"Entrance, or the right or permission to enter.",129,SAT,SAT_129
admonish,To warn of a fault.,130,SAT,SAT_130
admonition,Gentle reproof.,131,SAT,SAT_131
ado,unnecessary activity or ceremony.,132,SAT,SAT_132
adoration,Profound devotion.,133,SAT,SAT_133
adroit,Having skill in the use of the bodily or mental powers.,134,SAT,SAT_134
adulterant,An adulterating substance.,135,SAT,SAT_135
adulterate,To make impure by the admixture of other or baser ingredients.,136,SAT,SAT_136
adumbrate,To represent beforehand in outline or by emblem.,137,SAT,SAT_137
advent,"The coming or arrival, as of any important change, event, state, or personage.",138,SAT,SAT_138
adverse,Opposing or opposed.,139,SAT,SAT_139
adversity,Misfortune.,140,SAT,SAT_140
advert,To refer incidentally.,141,SAT,SAT_141
advertiser,"One who advertises, especially in newspapers.",142,SAT,SAT_142
advisory,Not mandatory.,143,SAT,SAT_143
advocacy,The act of pleading a cause.,144,SAT,SAT_144
advocate,"One who pleads the cause of another, as in a legal or ecclesiastical court.",145,SAT,SAT_145
aerial,"Of, pertaining to, or like the air.",146,SAT,SAT_146
aeronaut,"One who navigates the air, a balloonist.",147,SAT,SAT_147
aeronautics,the art or practice of flying aircraft,148,SAT,SAT_148
aerostat,A balloon or other apparatus floating in or sustained by the air.,149,SAT,SAT_149
aerostatics,"The branch of pneumatics that treats of the equilibrium, pressure, and mechanical properties.",150,SAT,SAT_150
affable,Easy to approach.,151,SAT,SAT_151
affect,To act upon,152,SAT,SAT_152
affectation,A studied or ostentatious pretense or attempt.,153,SAT,SAT_153
affiliate,Some auxiliary person or thing.,154,SAT,SAT_154
affirmative,Answering yes; to a question at issue.,155,SAT,SAT_155
affix,To fasten.,156,SAT,SAT_156
affluence,A profuse or abundant supply of riches.,157,SAT,SAT_157
affront,An open insult or indignity.,158,SAT,SAT_158
afire,"On fire, literally or figuratively.",159,SAT,SAT_159
afoot,In progress.,160,SAT,SAT_160
aforesaid,Said in a preceding part or before.,161,SAT,SAT_161
afresh,"Once more, after rest or interval.",162,SAT,SAT_162
afterthought,A thought that comes later than its appropriate or expected time.,163,SAT,SAT_163
agglomerate,To pile or heap together.,164,SAT,SAT_164
aggrandize,To cause to appear greatly.,165,SAT,SAT_165
aggravate,"To make heavier, worse, or more burdensome.",166,SAT,SAT_166
aggravation,"The fact of being made heavier or more heinous, as a crime , offense, misfortune, etc.",167,SAT,SAT_167
aggregate,"The entire number, sum, mass, or quantity of something.",168,SAT,SAT_168
aggress,To make the first attack.,169,SAT,SAT_169
aggression,An unprovoked attack.,170,SAT,SAT_170
aggrieve,To give grief or sorrow to.,171,SAT,SAT_171
aghast,Struck with terror and amazement.,172,SAT,SAT_172
agile,"Able to move or act quickly, physically, or mentally.",173,SAT,SAT_173
agitate,To move or excite (the feelings or thoughts).,174,SAT,SAT_174
agrarian,"Pertaining to land, especially agricultural land.",175,SAT,SAT_175
aide-de-camp,An officer who receives and transmits the orders of the general.,176,SAT,SAT_176
ailment,Slight sickness.,177,SAT,SAT_177
airy,"Delicate, ethereal.",178,SAT,SAT_178
akin,Of similar nature or qualities.,179,SAT,SAT_179
alabaster,A white or delicately tinted fine-grained gypsum.,180,SAT,SAT_180
alacrity,Cheerful willingness.,181,SAT,SAT_181
albeit conj. Even though.,,182,SAT,SAT_182
albino,"A person with milky white skin and hair, and eyes with bright red pupil and usually pink iris.",183,SAT,SAT_183
album,A book whose leaves are so made to form paper frames for holding photographs or the like.,184,SAT,SAT_184
alchemy,"Chemistry of the middle ages, characterized by the pursuit of changing base metals to gold.",185,SAT,SAT_185
alcohol,"A volatile, inflammable, colorless liquid of a penetrating odor and burning taste.",186,SAT,SAT_186
alcoholism,A condition resulting from the inordinate or persistent use of alcoholic beverages.,187,SAT,SAT_187
alcove,A covered recess connected with or at the side of a larger room.,188,SAT,SAT_188
alder,"Any shrub or small tree of the genus Alumnus, of the oak family.",189,SAT,SAT_189
alderman,"A member of a municipal legislative body, who usually exercises also certain judicial functions.",190,SAT,SAT_190
aldermanship,"The dignity, condition, office, or term of office of an alderman.",191,SAT,SAT_191
alias,An assumed name.,192,SAT,SAT_192
alien,One who owes allegiance to a foreign government.,193,SAT,SAT_193
alienable,"Capable of being aliened or alienated, as lands.",194,SAT,SAT_194
alienate,To cause to turn away.,195,SAT,SAT_195
alienation,Estrangement.,196,SAT,SAT_196
aliment,That which nourishes.,197,SAT,SAT_197
alkali,"Anything that will neutralize an acid, as lime, magnesia, etc.",198,SAT,SAT_198
allay,To calm the violence or reduce the intensity of; mitigate.,199,SAT,SAT_199
allege,"To assert to be true, especially in a formal manner, as in court.",200,SAT,SAT_200
allegory,The setting forth of a subject under the guise of another subject of aptly suggestive likeness.,201,SAT,SAT_201
alleviate,To make less burdensome or less hard to bear.,202,SAT,SAT_202
alley,"A narrow street, garden path, walk, or the like.",203,SAT,SAT_203
alliance,Any combination or union for some common purpose.,204,SAT,SAT_204
allot,To assign a definite thing or part to a certain person.,205,SAT,SAT_205
allotment,Portion.,206,SAT,SAT_206
allude,"To refer incidentally, or by suggestion.",207,SAT,SAT_207
allusion,An indirect and incidental reference to something without definite mention of it.,208,SAT,SAT_208
alluvion,Flood.,209,SAT,SAT_209
ally,"A person or thing connected with another, usually in some relation of helpfulness.",210,SAT,SAT_210
almanac,A series of tables giving the days of the week together with certain astronomical information.,211,SAT,SAT_211
aloof,Not in sympathy with or desiring to associate with others.,212,SAT,SAT_212
altar,Any raised place or structure on which sacrifices may be offered or incense burned.,213,SAT,SAT_213
alter,To make change in.,214,SAT,SAT_214
alteration,Change or modification.,215,SAT,SAT_215
altercate,To contend angrily or zealously in words.,216,SAT,SAT_216
alternate,"One chosen to act in place of another, in case of the absence or incapacity of that other.",217,SAT,SAT_217
alternative,"Something that may or must exist, be taken or chosen, or done instead of something else.",218,SAT,SAT_218
altitude,"Vertical distance or elevation above any point or base-level, as the sea.",219,SAT,SAT_219
alto,The lowest or deepest female voice or part.,220,SAT,SAT_220
altruism,Benevolence to others on subordination to self-interest.,221,SAT,SAT_221
altruist,One who advocates or practices altruism.,222,SAT,SAT_222
amalgam,An alloy or union of mercury with another metal.,223,SAT,SAT_223
amalgamate,To mix or blend together in a homogeneous body.,224,SAT,SAT_224
amateur,"Practicing an art or occupation for the love of it, but not as a profession.",225,SAT,SAT_225
amatory,Designed to excite love.,226,SAT,SAT_226
ambidextrous,Having the ability of using both hands with equal skill or ease.,227,SAT,SAT_227
ambiguous,Having a double meaning.,228,SAT,SAT_228
ambitious,Eagerly desirous and aspiring.,229,SAT,SAT_229
ambrosial,"Divinely sweet, fragrant, or delicious.",230,SAT,SAT_230
ambulance,A vehicle fitted for conveying the sick and wounded.,231,SAT,SAT_231
ambulate,To walk about,232,SAT,SAT_232
ambush,The act or state of lying concealed for the purpose of surprising or attacking the enemy.,233,SAT,SAT_233
ameliorate,"To relieve, as from pain or hardship",234,SAT,SAT_234
amenable,Willing and ready to submit.,235,SAT,SAT_235
Americanism,A peculiar sense in which an English word or phrase is used in the United States.,236,SAT,SAT_236
amicable,Done in a friendly spirit.,237,SAT,SAT_237
amity,Friendship.,238,SAT,SAT_238
amorous,Having a propensity for falling in love.,239,SAT,SAT_239
amorphous,Without determinate shape.,240,SAT,SAT_240
amour,"A love-affair, especially one of an illicit nature.",241,SAT,SAT_241
ampere,The practical unit of electric-current strength.,242,SAT,SAT_242
ampersand,The character &; and.,243,SAT,SAT_243
amphibious,Living both on land and in water.,244,SAT,SAT_244
amphitheater,"An edifice of elliptical shape, constructed about a central open space or arena.",245,SAT,SAT_245
amplitude,Largeness.,246,SAT,SAT_246
amply,Sufficiently.,247,SAT,SAT_247
amputate,"To remove by cutting, as a limb or some portion of the body.",248,SAT,SAT_248
amusement,Diversion.,249,SAT,SAT_249
anachronism,Anything occurring or existing out of its proper time.,250,SAT,SAT_250
anagram,The letters of a word or phrase so transposed as to make a different word or phrase.,251,SAT,SAT_251
analogous,"Corresponding (to some other) in certain respects, as in form, proportion, relations.",252,SAT,SAT_252
analogy,Reasoning in which from certain and known relations or resemblance others are formed.,253,SAT,SAT_253
analyst,One who analyzes or makes use of the analytical method.,254,SAT,SAT_254
analyze,To examine minutely or critically.,255,SAT,SAT_255
anarchy,Absence or utter disregard of government.,256,SAT,SAT_256
anathema,"Anything forbidden, as by social usage.",257,SAT,SAT_257
anatomy,That branch of morphology which treats of the structure of organisms.,258,SAT,SAT_258
ancestry,One's ancestors collectively.,259,SAT,SAT_259
anecdote,A brief account of some interesting event or incident.,260,SAT,SAT_260
anemia,Deficiency of blood or red corpuscles.,261,SAT,SAT_261
anemic,Affected with anemia.,262,SAT,SAT_262
anemometer,An instrument for measuring the force or velocity of wind.,263,SAT,SAT_263
anesthetic,Pertaining to or producing loss of sensation.,264,SAT,SAT_264
anew,Once more.,265,SAT,SAT_265
angelic,Saintly.,266,SAT,SAT_266
Anglophobia,Hatred or dread of England or of what is English.,267,SAT,SAT_267
Anglo-Saxon,"The entire English race wherever found, as in Europe, the United States, or India.",268,SAT,SAT_268
angular,Sharp-cornered.,269,SAT,SAT_269
anhydrous,Withered.,270,SAT,SAT_270
animadversion,The utterance of criticism or censure.,271,SAT,SAT_271
animadvert,To pass criticism or censure.,272,SAT,SAT_272
animalcule,An animal of microscopic smallness.,273,SAT,SAT_273
animate,To make alive.,274,SAT,SAT_274
animosity,Hatred.,275,SAT,SAT_275
annalist,Historian.,276,SAT,SAT_276
annals,"A record of events in their chronological order, year by year.",277,SAT,SAT_277
annex,To add or affix at the end.,278,SAT,SAT_278
annihilate,To destroy absolutely.,279,SAT,SAT_279
annotate,To make explanatory or critical notes on or upon.,280,SAT,SAT_280
annual,Occurring every year.,281,SAT,SAT_281
annuity,"An annual allowance, payment, or income.",282,SAT,SAT_282
annunciation,Proclamation.,283,SAT,SAT_283
anode,The point where or path by which a voltaic current enters an electrolyte or the like.,284,SAT,SAT_284
anonymous,Of unknown authorship.,285,SAT,SAT_285
antagonism,"Mutual opposition or resistance of counteracting forces, principles, or persons.",286,SAT,SAT_286
